year,season,discipline,startDate,endDate,organisingFederationCode,eventName,eventVenue,eventLevel,eventTypes,localOrganisers,region,information,eventorUrl,entryType,entryDeadlines,eventStatus,punchingSystem,websiteUrl,numberOfCompetitions,eventForm,competitionFormat,numberOfEntries,numberOfFemaleResults,numberOfMaleResults,numberOfUnknownGenderResults
,,FootO,,,FRA,"O'FRANCE, 1ère étape",Mont-Dauphin (05),World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6190,Individual,2019-01-31 22:59:59; 2019-05-31 21:59:59; 2019-06-30 21:59:59,Completed,SportIdent,http://www.o-france.fr/,0,Individual,Sprint,82,59,25,0
,,FootO,,,FRA,"O'FRANCE, 2ème étape",Vars Peyrol (05),World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6191,Individual,2019-02-28 22:59:59; 2019-05-31 21:59:59; 2019-06-30 21:59:59,Completed,SportIdent,http://www.o-france.fr/,0,Individual,Middle,79,62,25,0
,,TrailO,,,FIN,Sisu-TrailO,Joensuu,World Ranking Event,World Ranking Event,Selkien Sisu,Europe,,https://eventor.orienteering.org/Events/Show/6414,Individual,2019-06-16 21:00:59; 2019-07-06 21:00:59,Completed,Manual,https://www.trailo.fi/?x255315=474113,0,Individual,PreO,25,42,11,0
,,TrailO,,,FIN,Fin5 2019,Kuopio,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6177,Individual,,Completed,Manual,https://2019.fin5.fi/,0,Individual,PreO,0,52,16,0
,,TrailO,,,FIN,Fin5 2019,Kuopio,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6178,Individual,,Completed,Manual,https://2019.fin5.fi/,0,Individual,TempO,0,45,15,0
,,FootO,,,ROU,Transylvania Open,"Cluj-Napoca, Romania",World Ranking Event,World Ranking Event,CS TranSilva,Europe,,https://eventor.orienteering.org/Events/Show/6251,Individual,2019-05-01 20:59:59; 2019-07-08 20:59:59; 2019-07-11 21:00:59,Completed,SportIdent,http://www.transilva.ro,0,Individual,Long,14,10,7,0
,,MTBO,,,EST,Baltic MTBO Championships 2019 middle,Põlva,World Ranking Event,World Ranking Event,OK Polva Kobras,Europe,SportIdent touch-free punching system is used (SIAC).,https://eventor.orienteering.org/Events/Show/6235,Individual,2019-07-16 20:59:59,Completed,SportIdent,http://kobras.polvamaa.ee/ ,0,Individual,Middle,40,29,12,0
,,FootO,,,SRB,Kopaonik open 2019,"Kopanoic, Serbia",World Ranking Event,World Ranking Event,POSK Jasenica,,,https://eventor.orienteering.org/Events/Show/6446,Individual,2019-07-19 21:59:59,Completed,SportIdent,http://kopaonikopen.org,0,Individual,Middle,10,18,9,0
,,FootO,,,ROU,Transylvania Open,"Cluj-Napoca, Romania",World Ranking Event,World Ranking Event,CS TranSilva,Europe,,https://eventor.orienteering.org/Events/Show/6250,Individual,2019-05-01 20:59:59; 2019-07-08 20:59:59; 2019-07-12 20:59:59,Completed,SportIdent,http://www.transilva.ro,0,Individual,Middle,11,11,7,0
,,MTBO,,,EST,Baltic MTBO Championships 2019 long,Põlva,World Ranking Event,World Ranking Event,OK Polva Kobras,Europe,SportIdent touch-free punching system is used (SIAC).,https://eventor.orienteering.org/Events/Show/6236,Individual,2019-07-16 20:59:59,Completed,SportIdent,http://kobras.polvamaa.ee/ ,0,Individual,Long,37,29,12,0
,,FootO,,,CZE,European University Orienteering Championships 2019,,Partner Event,Partner Event,,Europe,,https://eventor.orienteering.org/Events/Show/5786,Individual,,Approved,Manual,http://www.euoc2019.cz/,0,Individual,Long,0,0,0,0
,,MTBO,,,DEN,World MTB Orienteering Championships 2019 and Junior World MTB Orienteering Championships,,Major Event,Junior World Championships; World Championships; World Cup,,Europe,,https://eventor.orienteering.org/Events/Show/5690,Individual,2019-06-13 21:59:59; 2019-07-17 21:59:59; 2019-07-21 21:59:59,Entries opened,Manual,http://www.wmtboc2019.dk,5,Individual; Relay,Long; Middle; Sprint,311,0,0,0
,,FootO,,,GBR,"Strathearn 2019, Scottish 6-Day Orienteering","Strathearn, Scotland",World Ranking Event,World Ranking Event,Scottish Orienteering Association,Europe,"Entries are OPEN until 12th July. Better prices before the entry deadlines.

Please enter here: www.fabian4.co.uk/default.aspx?EventID=2213 ",https://eventor.orienteering.org/Events/Show/6097,Individual,2019-01-31 23:59:59; 2019-04-30 22:59:59; 2019-06-30 22:59:59; 2019-07-12 22:59:59,Completed,SportIdent,http://scottish6days.com/2019,0,Individual,Middle,3,66,25,0
,,FootO,,,EST,Tallinn Orienteering Week,Loksa,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6274,Individual,2019-07-29 20:59:59,Completed,SportIdent,http://tow.ee/en/,0,Individual,Sprint,34,22,12,0
,,FootO,,,GBR,"Strathearn 2019, Scottish 6-Day Orienteering","Strathearn, Scotland ",World Ranking Event,World Ranking Event,Scottish Orienteering Association,Europe,"Entries are OPEN until 12th July. Better prices before the entry deadlines.

Entries open here: www.fabian4.co.uk/default.aspx?EventID=2213 ",https://eventor.orienteering.org/Events/Show/6098,Individual,2019-01-31 23:59:59; 2019-04-30 22:59:59; 2019-06-30 22:59:59; 2019-07-12 22:59:59,Completed,SportIdent,http;//scottish6days.com/2019,0,Individual,Long,4,50,22,0
,,FootO,,,EST,Tallinn Orienteering Week,Kõrvemaa (Venemäe),World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6275,Individual,2019-07-29 20:59:59,Completed,SportIdent,http://tow.ee/en/,0,Individual,Middle,35,27,12,0
,,FootO,,,SLO,Cerkno Cup,Cerkno,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6406,Individual,2019-08-03 22:00:59,Completed,SportIdent,http://www.cerkno-cup.com,0,Individual,Middle,4,11,7,0
,,FootO,,,NOR,Nokian Tyres World Orienteering Championships 2019,,Major Event,World Championships; World Cup; World Ranking Event,Halden SK; Fredrikstad SK; OK Moss; Indre Ostfold OK; Trosken IL; Gimle IF; Sarpsborg OL; Varteig Orienteringslag,Europe,"2019-08-06
Version 1.1 of Bulletin 4 is published.",https://eventor.orienteering.org/Events/Show/5326,Individual,2019-06-12 21:59:59; 2019-08-02 21:59:59; 2019-08-11 10:00:59,Entries opened,Manual,https://woc2019.no/en,4,Individual; Relay,Long; Middle,576,0,0,0
,,FootO,,,MDA,South East European Orienteering Championship,Orhei,World Ranking Event,World Ranking Event,CS Galata,Europe,,https://eventor.orienteering.org/Events/Show/6360,Individual,2019-08-07 21:00:59,Completed,SportIdent,http://seeoc2019.md,0,Individual,Sprint,42,36,18,0
,,FootO,,,MDA,South East European Orienteering Championship,Ulmu,World Ranking Event,World Ranking Event,CS Galata,Europe,,https://eventor.orienteering.org/Events/Show/6361,Individual,2019-08-08 20:59:59,Completed,SportIdent,http://seeoc2019.md,0,Individual,Long,39,37,18,0
,,MTBO,,,SWE,"Swedish Championship, long",Stockholm,World Ranking Event,World Ranking Event,Tullinge SK,Europe,Registration is done on https://eventor.orientering.se/Events/Show/24364?culture=en-GB,https://eventor.orienteering.org/Events/Show/6378,Individual,,Completed,SportIdent,https://sites.google.com/view/smmtbo2019,0,Individual,Long,0,23,19,0
,,MTBO,,,SWE,"Swedish Championship, middle",Stockholm,World Ranking Event,World Ranking Event,IFK Enskede; Malaro SOK,Europe,Registration is done on https://eventor.orientering.se/Events/Show/24303?culture=en-GB,https://eventor.orienteering.org/Events/Show/6379,Individual,,Completed,SportIdent,https://sites.google.com/view/smmtbo2019,0,Individual,Middle,0,26,22,0
,,FootO,,,MDA,South East European Orienteering Championship,Ulmu,World Ranking Event,World Ranking Event,CS Galata,Europe,,https://eventor.orienteering.org/Events/Show/6362,Individual,2019-08-08 20:59:59,Completed,SportIdent,http://seeoc2019.md,0,Individual,Middle,43,40,18,0
,,FootO,,,JPN,Asian Junior and Youth Orienteering Championships 2019,,Major Event,Regional Championships,,Asia,,https://eventor.orienteering.org/Events/Show/6125,Individual,2019-07-15 14:59:59,Entries opened,Manual,http://www.orienteering.or.jp/asjyoc2019/,3,Individual; Relay,Middle; Sprint,360,0,0,0
,,FootO,,,JPN,Kiyosato International Orienteering 3 Days - Middle Distance,"Kiyosato, Hokuto City, Yamanashi Prefecture",World Ranking Event,World Ranking Event,Tortoise,Asia,,https://eventor.orienteering.org/Events/Show/6418,Individual,2019-07-15 14:59:59,Completed,SportIdent,http://www.orienteering.or.jp/asjyoc2019/,0,Individual,Middle,0,83,31,0
,,FootO,,,DEN,DM Mellem,Hesselholdt,World Ranking Event,World Ranking Event,Rold Skov OK,Europe,,https://eventor.orienteering.org/Events/Show/6169,Individual,2019-08-27 10:59:59,Completed,Emit,http://dm2019.rsok.dk/,0,Individual,Middle,75,46,19,0
,,FootO,,,SUI,Schweizer Meisterschaft im Sprint-OL (SPM),Stans,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6333,Individual,,Completed,SportIdent,,0,Individual,Sprint,0,78,41,0
,,FootO,,,BRA,Troféu 20 anos CBO,Guarapuava - Brasil,World Ranking Event,World Ranking Event,,South America,Registration and payment: https://www.cbo.org.br/evento/644,https://eventor.orienteering.org/Events/Show/6434,Individual,2019-08-29 03:00:59,Completed,SportIdent,https://www.cbo.org.br/evento/644,0,Individual,Middle,49,29,17,0
,,FootO,,,ITA,Italian Sprint Championships,Folgaria,World Ranking Event,World Ranking Event,Gronlait Orienteering Team,Europe,,https://eventor.orienteering.org/Events/Show/6219,Individual,2019-09-03 21:59:59,Completed,SportIdent,https://www.3giornialpecimbra.it,0,Individual,Sprint,77,49,28,0
,,FootO,,,SUI,5. Nationaler OL,Schwindishübel,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6334,Individual,,Completed,SportIdent,,0,Individual,Middle,0,57,29,0
,,FootO,,,CZE,Czech cup - long,Lukove?ek near Zlín,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6384,Individual,2019-08-30 21:59:59,Completed,SportIdent,http://za2019.skob-zlin.cz/,0,Individual,Long,0,34,24,0
,,FootO,,,FIN,Finnish Championship Long Distance,Fiskars Village in Raseborg town,World Ranking Event,World Ranking Event,,Europe,"Bulletin 2 published on 30.8. 7.15 pm (EEST)
Bulletin 1 updated on 3.7.2019 with up-to-date bank details and address to competition homepage.

Link to start lists and online results https://resultsalo.fi/2019/smpitka/",https://eventor.orienteering.org/Events/Show/6180,Individual,2019-08-29 20:59:59,Completed,Emit,https://sm-pitka2019.blogspot.com/,0,Individual,Long,1,158,106,0
,,FootO,,,ITA,Italian Long Championships,Millegrobbe,World Ranking Event,World Ranking Event,Gronlait Orienteering Team,Europe,,https://eventor.orienteering.org/Events/Show/6220,Individual,2019-09-03 09:59:59,Completed,SportIdent,https://www.3giornialpecimbra.it,0,Individual,Long,52,34,17,0
,,FootO,,,SUI,Schweizer Meisterschaft im Langdistanz-OL (LOM),Rossberg/Wannenberg/Lauferberg,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6335,Individual,,Completed,SportIdent,,0,Individual,Long,0,57,27,0
,,FootO,,,CZE,Czech cup - middle,Lukove?ek near Zlín,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6385,Individual,2019-08-30 21:59:59,Completed,SportIdent,http://za2019.skob-zlin.cz/,0,Individual,Middle,0,39,24,0
,,FootO,,,EST,Euromeeting 2019 / XXXI Suunto Games in Estonia,"Vitipalu, Tartumaa",World Ranking Event,World Ranking Event,,Europe,Registration is for both saturday and sunday.,https://eventor.orienteering.org/Events/Show/6234,Individual,2019-09-02 20:59:59,Completed,SportIdent,http://avaleht.peko.ee/et/xxxi-suunto-games-euromeeting/,0,Individual,Middle,112,74,37,0
,,FootO,,,GBR,British Sprint Championships ,Loughborough University,World Ranking Event,World Ranking Event,Leicestershire Orienteering Club,Europe,,https://eventor.orienteering.org/Events/Show/6082,Individual,2019-08-27 21:59:59,Completed,SportIdent,http://www.leioc.org.uk,0,Individual,Sprint,25,73,43,0
,,TrailO,,,POL,Polish TrailO Championships - TempO,Kudowa Zdrój,World Ranking Event,World Ranking Event,Orientop Wroclaw; Dolnoslaski Zwiazek Orientacji Sportowej,Europe,,https://eventor.orienteering.org/Events/Show/6228,Individual,2019-09-06 22:00:59,Completed,SportIdent,http://www.wtoc2021.pl,0,Individual,TempO,85,77,31,0
,,FootO,,,BRA,Troféu Sudeste de Orientação,Rio de Janeiro,World Ranking Event,World Ranking Event,,South America,,https://eventor.orienteering.org/Events/Show/6134,Individual,2019-09-12 02:59:59,Completed,SportIdent,http://www.cbo.org.br,0,Individual,Long,43,32,15,0
,,FootO,,,CZE,Czech cup - sprint,?eský Dub,World Ranking Event,World Ranking Event,Slavia Liberec orienteering,Europe,,https://eventor.orienteering.org/Events/Show/6383,Individual,2019-09-01 21:59:59; 2019-09-05 21:59:59,Completed,SportIdent,http://www.vlio.cz/cpsprint2019/,0,Individual,Sprint,1,49,38,0
,,TrailO,,,POL,Polish TrailO Championships - PreO,Wle?,World Ranking Event,World Ranking Event,Orientop Wroclaw; Dolnoslaski Zwiazek Orientacji Sportowej,Europe,,https://eventor.orienteering.org/Events/Show/6229,Individual,2019-09-06 22:00:59,Completed,SportIdent,http://www.wtoc2021.pl,0,Individual,PreO,86,83,35,0
,,FootO,,,DEN,DM Lang,Grib Skov,World Ranking Event,World Ranking Event,FIF Hilleroed Orientering,Europe,,https://eventor.orienteering.org/Events/Show/6168,Individual,2019-09-11 21:59:59,Completed,SportIdent,http://www.fiforientering.dk/dm2019,0,Individual,Long,53,33,16,0
,,FootO,,,AUT,Austrian Championships Long Distance,Seetaler Alpe,World Ranking Event,World Ranking Event,OLC Graz,Europe,,https://eventor.orienteering.org/Events/Show/6502,Individual,2019-09-06 21:59:59,Completed,SportIdent,https://www.olc-graz.at/cms/index.php/zirbenlandopen2019,0,Individual,Long,30,20,10,0
,,FootO,,,UKR,Ukrainian Championships,Kyiv,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6208,Individual,,Completed,SportIdent,http://orienteering.org.ua,0,Individual,Sprint,0,47,30,0
,,FootO,,,NOR,Norgescup sprint,Verdal,World Ranking Event,World Ranking Event,,Europe,"Entry to this competition has to be done in Norwegian Eventor.
https://eventor.orientering.no/Events/Show/7868",https://eventor.orienteering.org/Events/Show/6154,Individual,,Completed,Emit,,0,Individual,Sprint,0,36,22,0
,,FootO,,,FIN,Finnish Championships in sprint (SM-sprint 2019),Forssa,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6390,Individual,2019-09-12 20:59:59,Completed,Emit,http://smsprint2019.fi,0,Individual,Sprint,5,175,96,0
,,FootO,,,SUI,World Cup Round 3,,Major Event,World Cup; World Ranking Event,,Europe,"
",https://eventor.orienteering.org/Events/Show/5845,Individual,2019-07-31 21:59:59; 2019-09-17 21:59:59; 2019-09-25 10:00:59,Entries opened,Manual,http://www.o-worldcup.ch,3,Individual,Middle; Sprint,478,0,0,0
,,FootO,,,AUS,Oceania Orienteering Championships,,Major Event,Regional Championships,,Oceania,,https://eventor.orienteering.org/Events/Show/5752,Individual,2019-08-29 13:59:59,Approved,Manual,http://act.orienteering.asn.au/event-series/major-events/oceania-2019/,4,Individual; Relay,Long; Middle; Sprint,0,0,0,0
,,FootO,,,AUS,Australian Long Distance Championships,"Cootamundra, NSW",World Ranking Event,World Ranking Event,,Oceania,,https://eventor.orienteering.org/Events/Show/6363,Individual,,Completed,SportIdent,http://oceania2019.orienteering.asn.au,0,Individual,Long,0,39,29,0
,,MTBO,,,GER,World Masters MTB Orienteering Championships 2019,,Major Event,World Masters,,Europe,,https://eventor.orienteering.org/Events/Show/5824,Individual,2019-08-21 21:59:59; 2019-09-22 21:59:59; 2019-10-01 21:59:59,Entries opened,SportIdent,http://2019.mtbo-deutschland.de,0,Individual,Long; Middle; Sprint,341,0,0,0
,,MTBO,,,GER,European Junior and Youth MTB Orienteering Championships,,Major Event,Regional Championships,,Europe,,https://eventor.orienteering.org/Events/Show/5825,Individual,2019-08-21 21:59:59; 2019-09-22 21:59:59; 2019-10-02 21:59:59,Entries opened,Manual,http://2019.mtbo-deutschland.de,4,Individual; Relay,Long; Middle; Sprint,136,0,0,0
,,MTBO,,,GER,MTB Orienteering World Cup Round 3,,Major Event,World Cup; World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/5823,Individual,2019-08-21 21:59:59; 2019-09-22 21:59:59; 2019-10-03 21:59:59,Entries opened,Manual,http://2019.mtbo-deutschland.de,3,Individual; Relay,Long; Sprint,100,0,0,0
,,FootO,,,MAS,Malaysia Polytechnic International Orienteering Championship 2019,"KUANTAN, PAHANG, MALAYSIA",World Ranking Event,World Ranking Event,,Asia,,https://eventor.orienteering.org/Events/Show/6371,Individual,2019-10-02 15:59:59,Completed,SportIdent,,0,Individual,Sprint,189,91,59,0
,,TrailO,,,SWE,"Nordic Match, PreO",Landvetter,World Ranking Event,World Ranking Event,OK Landehof,Europe,,https://eventor.orienteering.org/Events/Show/6158,Individual,2019-10-03 21:59:59,Completed,Manual,http://www.oklandehof.se,0,Individual,PreO,122,93,26,0
,,FootO,,,CHN,WRE and Asian Cup,,World Ranking Event,World Ranking Event,,Asia,,https://eventor.orienteering.org/Events/Show/6505,Individual,2019-10-09 15:59:59,Entries opened,Manual,,2,Individual,Middle; Sprint,0,0,0,0
,,TrailO,,,POL,Bukowa Cup,"Szczecin, Poland",World Ranking Event,World Ranking Event,KOS BnO Szczecin,Europe,,https://eventor.orienteering.org/Events/Show/6226,Individual,2019-08-31 21:59:59; 2019-09-30 21:59:59,Completed,SportIdent,http://bno.szczecin.pl/bukowa-cup-vi-11-13-10-2019/,0,Individual,PreO,28,31,12,0
,,FootO,,,TPE,Kimmen Orienteering Championships 2019,Kimmen,World Ranking Event,World Ranking Event,,Asia,,https://eventor.orienteering.org/Events/Show/6288,Individual,,Completed,SportIdent,http://www.ctoa.org.tw,0,Individual,Sprint,0,35,15,0
,,TrailO,,,POL,Bukowa Cup,"Szczecin, Poland",World Ranking Event,World Ranking Event,KOS BnO Szczecin,Europe,,https://eventor.orienteering.org/Events/Show/6227,Individual,2019-08-31 21:59:59; 2019-09-30 21:59:59,Completed,SportIdent,http://bno.szczecin.pl/bukowa-cup-vi-11-13-10-2019/,0,Individual,TempO,24,29,7,0
,,FootO,,,TPE,Kimmen Orienteering Championships 2019, Kimmen,World Ranking Event,World Ranking Event,,Asia,,https://eventor.orienteering.org/Events/Show/6402,Individual,,Completed,SportIdent,http://www.ctoa.org.tw,0,Individual,Sprint,0,35,14,0
,,FootO,,,JPN,All Japan Orienteering Championships - Long distance,"Takashima, Shiga",World Ranking Event,World Ranking Event,,Asia,,https://eventor.orienteering.org/Events/Show/6206,Individual,2019-09-23 14:59:59,Completed,SportIdent,http://www.orienteering.or.jp/joc/2019/,0,Individual,Long,0,77,29,0
